Financial Benchmarks India Pvt Ltd,,,,
Reference Rates,,,,
Date,Time,Currency Pairs,Rate,Comments
02-Mar-22,1:30:00 PM,INR / 1 GBP,100.6899,
02-Mar-22,1:30:00 PM,INR / 1 EUR,84.1007,
02-Mar-22,1:30:00 PM,INR / 100 JPY,65.76,
28-Feb-22,1:30:00 PM,INR / 1 USD,75.4882,
28-Feb-22,1:30:00 PM,INR / 1 GBP,100.9207,
28-Feb-22,1:30:00 PM,INR / 1 EUR,84.2614,
28-Feb-22,1:30:00 PM,INR / 100 JPY,65.34,
25-Feb-22,1:30:00 PM,INR / 1 USD,75.2842,
25-Feb-22,1:30:00 PM,INR / 1 GBP,101.0299,
25-Feb-22,1:30:00 PM,INR / 1 EUR,84.3785,
25-Feb-22,1:30:00 PM,INR / 100 JPY,65.32,
24-Feb-22,1:30:00 PM,INR / 1 USD,75.2578,
24-Feb-22,1:30:00 PM,INR / 1 GBP,101.6347,
24-Feb-22,1:30:00 PM,INR / 1 EUR,84.6414,
24-Feb-22,1:30:00 PM,INR / 100 JPY,65.69,
23-Feb-22,1:30:00 PM,INR / 1 USD,74.6224,
23-Feb-22,1:30:00 PM,INR / 1 GBP,101.4531,
23-Feb-22,1:30:00 PM,INR / 1 EUR,84.5253,
23-Feb-22,1:30:00 PM,INR / 100 JPY,64.86,
22-Feb-22,1:30:00 PM,INR / 1 USD,74.8804,
22-Feb-22,1:30:00 PM,INR / 1 GBP,101.7904,
22-Feb-22,1:30:00 PM,INR / 1 EUR,84.6298,
22-Feb-22,1:30:00 PM,INR / 100 JPY,65.26,
21-Feb-22,1:30:00 PM,INR / 1 USD,74.4797,
21-Feb-22,1:30:00 PM,INR / 1 GBP,101.4463,
21-Feb-22,1:30:00 PM,INR / 1 EUR,84.6636,
21-Feb-22,1:30:00 PM,INR / 100 JPY,64.78,
18-Feb-22,1:30:00 PM,INR / 1 USD,74.9223,
18-Feb-22,1:30:00 PM,INR / 1 GBP,101.9653,
18-Feb-22,1:30:00 PM,INR / 1 EUR,85.1627,
18-Feb-22,1:30:00 PM,INR / 100 JPY,65.04,
17-Feb-22,1:30:00 PM,INR / 1 USD,75.0866,
17-Feb-22,1:30:00 PM,INR / 1 GBP,101.9516,
17-Feb-22,1:30:00 PM,INR / 1 EUR,85.2568,
17-Feb-22,1:30:00 PM,INR / 100 JPY,65.17,
16-Feb-22,1:30:00 PM,INR / 1 USD,75.0815,
16-Feb-22,1:30:00 PM,INR / 1 GBP,101.7565,
16-Feb-22,1:30:00 PM,INR / 1 EUR,85.2776,
16-Feb-22,1:30:00 PM,INR / 100 JPY,64.92,
15-Feb-22,1:30:00 PM,INR / 1 USD,75.6611,
15-Feb-22,1:30:00 PM,INR / 1 GBP,102.376,
15-Feb-22,1:30:00 PM,INR / 1 EUR,85.6201,
15-Feb-22,1:30:00 PM,INR / 100 JPY,65.6,
14-Feb-22,1:30:00 PM,INR / 1 USD,75.5533,
14-Feb-22,1:30:00 PM,INR / 1 GBP,102.3067,
14-Feb-22,1:30:00 PM,INR / 1 EUR,85.7263,
14-Feb-22,1:30:00 PM,INR / 100 JPY,65.47,
11-Feb-22,1:30:00 PM,INR / 1 USD,75.3542,
11-Feb-22,1:30:00 PM,INR / 1 GBP,101.8985,
11-Feb-22,1:30:00 PM,INR / 1 EUR,85.7405,
11-Feb-22,1:30:00 PM,INR / 100 JPY,64.91,
10-Feb-22,1:30:00 PM,INR / 1 USD,74.9367,
10-Feb-22,1:30:00 PM,INR / 1 GBP,101.4103,
10-Feb-22,1:30:00 PM,INR / 1 EUR,85.5992,
10-Feb-22,1:30:00 PM,INR / 100 JPY,64.78,
09-Feb-22,1:30:00 PM,INR / 1 USD,74.818,
09-Feb-22,1:30:00 PM,INR / 1 GBP,101.4258,
09-Feb-22,1:30:00 PM,INR / 1 EUR,85.4531,
09-Feb-22,1:30:00 PM,INR / 100 JPY,64.76,
08-Feb-22,1:30:00 PM,INR / 1 USD,74.69,
08-Feb-22,1:30:00 PM,INR / 1 GBP,100.9878,
08-Feb-22,1:30:00 PM,INR / 1 EUR,85.2786,
08-Feb-22,1:30:00 PM,INR / 100 JPY,64.66,
04-Feb-22,1:30:00 PM,INR / 1 USD,74.7231,
04-Feb-22,1:30:00 PM,INR / 1 GBP,101.5477,
04-Feb-22,1:30:00 PM,INR / 1 EUR,85.6098,
04-Feb-22,1:30:00 PM,INR / 100 JPY,64.99,
03-Feb-22,1:30:00 PM,INR / 1 USD,74.857,
03-Feb-22,1:30:00 PM,INR / 1 GBP,101.4627,
03-Feb-22,1:30:00 PM,INR / 1 EUR,84.5575,
03-Feb-22,1:30:00 PM,INR / 100 JPY,65.35,
02-Feb-22,1:30:00 PM,INR / 1 USD,74.8334,
02-Feb-22,1:30:00 PM,INR / 1 GBP,101.1947,
02-Feb-22,1:30:00 PM,INR / 1 EUR,84.3617,
02-Feb-22,1:30:00 PM,INR / 100 JPY,65.22,
01-Feb-22,1:30:00 PM,INR / 1 USD,74.5295,
01-Feb-22,1:30:00 PM,INR / 1 GBP,100.2501,
01-Feb-22,1:30:00 PM,INR / 1 EUR,83.7662,
01-Feb-22,1:30:00 PM,INR / 100 JPY,64.81,
31-Jan-22,1:30:00 PM,INR / 1 USD,74.9674,
31-Jan-22,1:30:00 PM,INR / 1 GBP,100.6332,
31-Jan-22,1:30:00 PM,INR / 1 EUR,83.7026,
31-Jan-22,1:30:00 PM,INR / 100 JPY,64.92,
28-Jan-22,1:30:00 PM,INR / 1 USD,74.9513,
28-Jan-22,1:30:00 PM,INR / 1 GBP,100.5157,
28-Jan-22,1:30:00 PM,INR / 1 EUR,83.5977,
28-Jan-22,1:30:00 PM,INR / 100 JPY,64.95,
27-Jan-22,1:30:00 PM,INR / 1 USD,75.1724,
27-Jan-22,1:30:00 PM,INR / 1 GBP,100.9315,
27-Jan-22,1:30:00 PM,INR / 1 EUR,84.3449,
27-Jan-22,1:30:00 PM,INR / 100 JPY,65.54,
25-Jan-22,1:30:00 PM,INR / 1 USD,74.7025,
25-Jan-22,1:30:00 PM,INR / 1 GBP,100.7035,
25-Jan-22,1:30:00 PM,INR / 1 EUR,84.484,
25-Jan-22,1:30:00 PM,INR / 100 JPY,65.6,
24-Jan-22,1:30:00 PM,INR / 1 USD,74.5788,
24-Jan-22,1:30:00 PM,INR / 1 GBP,100.9886,
24-Jan-22,1:30:00 PM,INR / 1 EUR,84.4093,
24-Jan-22,1:30:00 PM,INR / 100 JPY,65.52,
21-Jan-22,1:30:00 PM,INR / 1 USD,74.5343,
21-Jan-22,1:30:00 PM,INR / 1 GBP,101.303,
21-Jan-22,1:30:00 PM,INR / 1 EUR,84.426,
21-Jan-22,1:30:00 PM,INR / 100 JPY,65.48,
20-Jan-22,1:30:00 PM,INR / 1 USD,74.3618,
20-Jan-22,1:30:00 PM,INR / 1 GBP,101.3422,
20-Jan-22,1:30:00 PM,INR / 1 EUR,84.4091,
20-Jan-22,1:30:00 PM,INR / 100 JPY,64.97,
19-Jan-22,1:30:00 PM,INR / 1 USD,74.5955,
19-Jan-22,1:30:00 PM,INR / 1 GBP,101.514,
19-Jan-22,1:30:00 PM,INR / 1 EUR,84.5336,
19-Jan-22,1:30:00 PM,INR / 100 JPY,65.28,
18-Jan-22,1:30:00 PM,INR / 1 USD,74.4115,
18-Jan-22,1:30:00 PM,INR / 1 GBP,101.471,
18-Jan-22,1:30:00 PM,INR / 1 EUR,84.7944,
18-Jan-22,1:30:00 PM,INR / 100 JPY,64.79,
17-Jan-22,1:30:00 PM,INR / 1 USD,74.3134,
17-Jan-22,1:30:00 PM,INR / 1 GBP,101.6107,
17-Jan-22,1:30:00 PM,INR / 1 EUR,84.8188,
17-Jan-22,1:30:00 PM,INR / 100 JPY,64.9,
14-Jan-22,1:30:00 PM,INR / 1 USD,74.1157,
14-Jan-22,1:30:00 PM,INR / 1 GBP,101.788,
14-Jan-22,1:30:00 PM,INR / 1 EUR,85.0749,
14-Jan-22,1:30:00 PM,INR / 100 JPY,65.17,
13-Jan-22,1:30:00 PM,INR / 1 USD,73.9348,
13-Jan-22,1:30:00 PM,INR / 1 GBP,101.3478,
13-Jan-22,1:30:00 PM,INR / 1 EUR,84.5952,
13-Jan-22,1:30:00 PM,INR / 100 JPY,64.5,
12-Jan-22,1:30:00 PM,INR / 1 USD,73.9968,
12-Jan-22,1:30:00 PM,INR / 1 GBP,100.9588,
12-Jan-22,1:30:00 PM,INR / 1 EUR,84.161,
12-Jan-22,1:30:00 PM,INR / 100 JPY,64.16,
11-Jan-22,1:30:00 PM,INR / 1 USD,73.9319,
11-Jan-22,1:30:00 PM,INR / 1 GBP,100.4813,
11-Jan-22,1:30:00 PM,INR / 1 EUR,83.8472,
11-Jan-22,1:30:00 PM,INR / 100 JPY,64.16,
10-Jan-22,1:30:00 PM,INR / 1 USD,74.163,
10-Jan-22,1:30:00 PM,INR / 1 GBP,100.7213,
10-Jan-22,1:30:00 PM,INR / 1 EUR,84.0232,
10-Jan-22,1:30:00 PM,INR / 100 JPY,64.04,
07-Jan-22,1:30:00 PM,INR / 1 USD,74.2939,
07-Jan-22,1:30:00 PM,INR / 1 GBP,100.6123,
07-Jan-22,1:30:00 PM,INR / 1 EUR,83.966,
07-Jan-22,1:30:00 PM,INR / 100 JPY,64.08,
06-Jan-22,1:30:00 PM,INR / 1 USD,74.4398,
06-Jan-22,1:30:00 PM,INR / 1 GBP,100.6838,
06-Jan-22,1:30:00 PM,INR / 1 EUR,84.1467,
06-Jan-22,1:30:00 PM,INR / 100 JPY,64.25,
05-Jan-22,1:30:00 PM,INR / 1 USD,74.484,
05-Jan-22,1:30:00 PM,INR / 1 GBP,100.7739,
05-Jan-22,1:30:00 PM,INR / 1 EUR,84.1247,
05-Jan-22,1:30:00 PM,INR / 100 JPY,64.2,
04-Jan-22,1:30:00 PM,INR / 1 USD,74.5717,
04-Jan-22,1:30:00 PM,INR / 1 GBP,100.3939,
04-Jan-22,1:30:00 PM,INR / 1 EUR,84.2431,
04-Jan-22,1:30:00 PM,INR / 100 JPY,64.41,
03-Jan-22,1:30:00 PM,INR / 1 USD,74.3115,
03-Jan-22,1:30:00 PM,INR / 1 GBP,100.3592,
03-Jan-22,1:30:00 PM,INR / 1 EUR,84.3049,
03-Jan-22,1:30:00 PM,INR / 100 JPY,64.43,
31-Dec-21,1:30:00 PM,INR / 1 USD,74.3025,
31-Dec-21,1:30:00 PM,INR / 1 GBP,100.3014,
31-Dec-21,1:30:00 PM,INR / 1 EUR,84.045,
31-Dec-21,1:30:00 PM,INR / 100 JPY,64.54,
30-Dec-21,1:30:00 PM,INR / 1 USD,74.5823,
30-Dec-21,1:30:00 PM,INR / 1 GBP,100.5265,
30-Dec-21,1:30:00 PM,INR / 1 EUR,84.4321,
30-Dec-21,1:30:00 PM,INR / 100 JPY,64.77,
29-Dec-21,1:30:00 PM,INR / 1 USD,74.7375,
29-Dec-21,1:30:00 PM,INR / 1 GBP,100.3336,
29-Dec-21,1:30:00 PM,INR / 1 EUR,84.4798,
29-Dec-21,1:30:00 PM,INR / 100 JPY,65.04,
28-Dec-21,1:30:00 PM,INR / 1 USD,74.8528,
28-Dec-21,1:30:00 PM,INR / 1 GBP,100.5548,
28-Dec-21,1:30:00 PM,INR / 1 EUR,84.7803,
28-Dec-21,1:30:00 PM,INR / 100 JPY,65.16,
27-Dec-21,1:30:00 PM,INR / 1 USD,75.1082,
27-Dec-21,1:30:00 PM,INR / 1 GBP,100.6325,
27-Dec-21,1:30:00 PM,INR / 1 EUR,84.9819,
27-Dec-21,1:30:00 PM,INR / 100 JPY,65.62,
24-Dec-21,1:30:00 PM,INR / 1 USD,75.1462,
24-Dec-21,1:30:00 PM,INR / 1 GBP,100.6553,
24-Dec-21,1:30:00 PM,INR / 1 EUR,85.1331,
24-Dec-21,1:30:00 PM,INR / 100 JPY,65.69,
23-Dec-21,1:30:00 PM,INR / 1 USD,75.3481,
23-Dec-21,1:30:00 PM,INR / 1 GBP,100.5993,
23-Dec-21,1:30:00 PM,INR / 1 EUR,85.4216,
23-Dec-21,1:30:00 PM,INR / 100 JPY,65.98,
22-Dec-21,1:30:00 PM,INR / 1 USD,75.5947,
22-Dec-21,1:30:00 PM,INR / 1 GBP,100.1756,
22-Dec-21,1:30:00 PM,INR / 1 EUR,85.2109,
22-Dec-21,1:30:00 PM,INR / 100 JPY,66.23,
21-Dec-21,1:30:00 PM,INR / 1 USD,75.5925,
21-Dec-21,1:30:00 PM,INR / 1 GBP,99.902,
21-Dec-21,1:30:00 PM,INR / 1 EUR,85.2497,
21-Dec-21,1:30:00 PM,INR / 100 JPY,66.45,
20-Dec-21,1:30:00 PM,INR / 1 USD,75.9865,
20-Dec-21,1:30:00 PM,INR / 1 GBP,100.4699,
20-Dec-21,1:30:00 PM,INR / 1 EUR,85.5172,
20-Dec-21,1:30:00 PM,INR / 100 JPY,66.97,
17-Dec-21,1:30:00 PM,INR / 1 USD,76.1733,
17-Dec-21,1:30:00 PM,INR / 1 GBP,101.5487,
17-Dec-21,1:30:00 PM,INR / 1 EUR,86.3927,
17-Dec-21,1:30:00 PM,INR / 100 JPY,67.07,
16-Dec-21,1:30:00 PM,INR / 1 USD,76.2528,
16-Dec-21,1:30:00 PM,INR / 1 GBP,101.0202,
16-Dec-21,1:30:00 PM,INR / 1 EUR,86.0681,
16-Dec-21,1:30:00 PM,INR / 100 JPY,66.77,
15-Dec-21,1:30:00 PM,INR / 1 USD,76.0433,
15-Dec-21,1:30:00 PM,INR / 1 GBP,100.6925,
15-Dec-21,1:30:00 PM,INR / 1 EUR,85.7094,
15-Dec-21,1:30:00 PM,INR / 100 JPY,66.87,
14-Dec-21,1:30:00 PM,INR / 1 USD,75.8985,
14-Dec-21,1:30:00 PM,INR / 1 GBP,100.2908,
14-Dec-21,1:30:00 PM,INR / 1 EUR,85.6251,
14-Dec-21,1:30:00 PM,INR / 100 JPY,66.8,
13-Dec-21,1:30:00 PM,INR / 1 USD,75.706,
13-Dec-21,1:30:00 PM,INR / 1 GBP,100.1843,
13-Dec-21,1:30:00 PM,INR / 1 EUR,85.4564,
13-Dec-21,1:30:00 PM,INR / 100 JPY,66.67,
10-Dec-21,1:30:00 PM,INR / 1 USD,75.7189,
10-Dec-21,1:30:00 PM,INR / 1 GBP,100.1211,
10-Dec-21,1:30:00 PM,INR / 1 EUR,85.5518,
10-Dec-21,1:30:00 PM,INR / 100 JPY,66.68,
09-Dec-21,1:30:00 PM,INR / 1 USD,75.4992,
09-Dec-21,1:30:00 PM,INR / 1 GBP,99.7702,
09-Dec-21,1:30:00 PM,INR / 1 EUR,85.5602,
09-Dec-21,1:30:00 PM,INR / 100 JPY,66.43,
08-Dec-21,1:30:00 PM,INR / 1 USD,75.4733,
08-Dec-21,1:30:00 PM,INR / 1 GBP,99.9991,
08-Dec-21,1:30:00 PM,INR / 1 EUR,85.2114,
08-Dec-21,1:30:00 PM,INR / 100 JPY,66.48,
07-Dec-21,1:30:00 PM,INR / 1 USD,75.3532,
07-Dec-21,1:30:00 PM,INR / 1 GBP,100.1193,
07-Dec-21,1:30:00 PM,INR / 1 EUR,85.0989,
07-Dec-21,1:30:00 PM,INR / 100 JPY,66.26,
06-Dec-21,1:30:00 PM,INR / 1 USD,75.2978,
06-Dec-21,1:30:00 PM,INR / 1 GBP,99.6044,
06-Dec-21,1:30:00 PM,INR / 1 EUR,84.964,
06-Dec-21,1:30:00 PM,INR / 100 JPY,66.6,
03-Dec-21,1:30:00 PM,INR / 1 USD,74.9852,
03-Dec-21,1:30:00 PM,INR / 1 GBP,99.6678,
03-Dec-21,1:30:00 PM,INR / 1 EUR,84.6888,
03-Dec-21,1:30:00 PM,INR / 100 JPY,66.21,
02-Dec-21,1:30:00 PM,INR / 1 USD,74.9989,
02-Dec-21,1:30:00 PM,INR / 1 GBP,99.656,
02-Dec-21,1:30:00 PM,INR / 1 EUR,84.9243,
02-Dec-21,1:30:00 PM,INR / 100 JPY,66.33,
01-Dec-21,1:30:00 PM,INR / 1 USD,74.9163,
01-Dec-21,1:30:00 PM,INR / 1 GBP,99.8554,
01-Dec-21,1:30:00 PM,INR / 1 EUR,84.9166,
01-Dec-21,1:30:00 PM,INR / 100 JPY,65.96,
30-Nov-21,1:30:00 PM,INR / 1 USD,75.0885,
30-Nov-21,1:30:00 PM,INR / 1 GBP,99.9863,
30-Nov-21,1:30:00 PM,INR / 1 EUR,84.9366,
30-Nov-21,1:30:00 PM,INR / 100 JPY,66.34,
29-Nov-21,1:30:00 PM,INR / 1 USD,75.091,
29-Nov-21,1:30:00 PM,INR / 1 GBP,100.1399,
29-Nov-21,1:30:00 PM,INR / 1 EUR,84.7092,
29-Nov-21,1:30:00 PM,INR / 100 JPY,66.4,
26-Nov-21,1:30:00 PM,INR / 1 USD,74.7148,
26-Nov-21,1:30:00 PM,INR / 1 GBP,99.3607,
26-Nov-21,1:30:00 PM,INR / 1 EUR,83.8504,
26-Nov-21,1:30:00 PM,INR / 100 JPY,65.2,
25-Nov-21,1:30:00 PM,INR / 1 USD,74.5068,
25-Nov-21,1:30:00 PM,INR / 1 GBP,99.4646,
25-Nov-21,1:30:00 PM,INR / 1 EUR,83.5619,
25-Nov-21,1:30:00 PM,INR / 100 JPY,64.57,
24-Nov-21,1:30:00 PM,INR / 1 USD,74.4063,
24-Nov-21,1:30:00 PM,INR / 1 GBP,99.5502,
24-Nov-21,1:30:00 PM,INR / 1 EUR,83.6486,
24-Nov-21,1:30:00 PM,INR / 100 JPY,64.71,
23-Nov-21,1:30:00 PM,INR / 1 USD,74.5042,
23-Nov-21,1:30:00 PM,INR / 1 GBP,99.7283,
23-Nov-21,1:30:00 PM,INR / 1 EUR,83.7104,
23-Nov-21,1:30:00 PM,INR / 100 JPY,64.73,
22-Nov-21,1:30:00 PM,INR / 1 USD,74.3836,
22-Nov-21,1:30:00 PM,INR / 1 GBP,99.982,
22-Nov-21,1:30:00 PM,INR / 1 EUR,83.8645,
22-Nov-21,1:30:00 PM,INR / 100 JPY,65.16,
18-Nov-21,1:30:00 PM,INR / 1 USD,74.1552,
18-Nov-21,1:30:00 PM,INR / 1 GBP,100.0482,
18-Nov-21,1:30:00 PM,INR / 1 EUR,83.919,
18-Nov-21,1:30:00 PM,INR / 100 JPY,64.91,
17-Nov-21,1:30:00 PM,INR / 1 USD,74.3753,
17-Nov-21,1:30:00 PM,INR / 1 GBP,99.9659,
17-Nov-21,1:30:00 PM,INR / 1 EUR,84.0843,
17-Nov-21,1:30:00 PM,INR / 100 JPY,64.76,
16-Nov-21,1:30:00 PM,INR / 1 USD,74.4535,
16-Nov-21,1:30:00 PM,INR / 1 GBP,99.935,
16-Nov-21,1:30:00 PM,INR / 1 EUR,84.6988,
16-Nov-21,1:30:00 PM,INR / 100 JPY,65.2,
15-Nov-21,1:30:00 PM,INR / 1 USD,74.3548,
15-Nov-21,1:30:00 PM,INR / 1 GBP,99.8684,
15-Nov-21,1:30:00 PM,INR / 1 EUR,85.1878,
15-Nov-21,1:30:00 PM,INR / 100 JPY,65.3,
12-Nov-21,1:30:00 PM,INR / 1 USD,74.4694,
12-Nov-21,1:30:00 PM,INR / 1 GBP,99.5646,
12-Nov-21,1:30:00 PM,INR / 1 EUR,85.2238,
12-Nov-21,1:30:00 PM,INR / 100 JPY,65.18,
11-Nov-21,1:30:00 PM,INR / 1 USD,74.4749,
11-Nov-21,1:30:00 PM,INR / 1 GBP,99.9925,
11-Nov-21,1:30:00 PM,INR / 1 EUR,85.5091,
11-Nov-21,1:30:00 PM,INR / 100 JPY,65.37,
10-Nov-21,1:30:00 PM,INR / 1 USD,74.1659,
10-Nov-21,1:30:00 PM,INR / 1 GBP,100.5072,
10-Nov-21,1:30:00 PM,INR / 1 EUR,85.8713,
10-Nov-21,1:30:00 PM,INR / 100 JPY,65.69,
09-Nov-21,1:30:00 PM,INR / 1 USD,73.9191,
09-Nov-21,1:30:00 PM,INR / 1 GBP,100.3452,
09-Nov-21,1:30:00 PM,INR / 1 EUR,85.7782,
09-Nov-21,1:30:00 PM,INR / 100 JPY,65.52,
08-Nov-21,1:30:00 PM,INR / 1 USD,74.1106,
08-Nov-21,1:30:00 PM,INR / 1 GBP,99.9703,
08-Nov-21,1:30:00 PM,INR / 1 EUR,85.7079,
08-Nov-21,1:30:00 PM,INR / 100 JPY,65.23,
03-Nov-21,1:30:00 PM,INR / 1 USD,74.5684,
03-Nov-21,1:30:00 PM,INR / 1 GBP,101.6457,
03-Nov-21,1:30:00 PM,INR / 1 EUR,86.3726,
03-Nov-21,1:30:00 PM,INR / 100 JPY,65.49,
02-Nov-21,1:30:00 PM,INR / 1 USD,74.7616,
02-Nov-21,1:30:00 PM,INR / 1 GBP,102.0152,
02-Nov-21,1:30:00 PM,INR / 1 EUR,86.7464,
02-Nov-21,1:30:00 PM,INR / 100 JPY,65.76,
01-Nov-21,1:30:00 PM,INR / 1 USD,74.9298,
01-Nov-21,1:30:00 PM,INR / 1 GBP,102.484,
01-Nov-21,1:30:00 PM,INR / 1 EUR,86.5994,
01-Nov-21,1:30:00 PM,INR / 100 JPY,65.59,
29-Oct-21,1:30:00 PM,INR / 1 USD,74.7858,
29-Oct-21,1:30:00 PM,INR / 1 GBP,103.1097,
29-Oct-21,1:30:00 PM,INR / 1 EUR,87.2616,
29-Oct-21,1:30:00 PM,INR / 100 JPY,65.86,
28-Oct-21,1:30:00 PM,INR / 1 USD,74.8216,
28-Oct-21,1:30:00 PM,INR / 1 GBP,102.8378,
28-Oct-21,1:30:00 PM,INR / 1 EUR,86.8275,
28-Oct-21,1:30:00 PM,INR / 100 JPY,65.9,
27-Oct-21,1:30:00 PM,INR / 1 USD,74.9519,
27-Oct-21,1:30:00 PM,INR / 1 GBP,103.1598,
27-Oct-21,1:30:00 PM,INR / 1 EUR,86.9302,
27-Oct-21,1:30:00 PM,INR / 100 JPY,65.72,
26-Oct-21,1:30:00 PM,INR / 1 USD,75.1167,
26-Oct-21,1:30:00 PM,INR / 1 GBP,103.4367,
26-Oct-21,1:30:00 PM,INR / 1 EUR,87.1754,
26-Oct-21,1:30:00 PM,INR / 100 JPY,65.93,
25-Oct-21,1:30:00 PM,INR / 1 USD,75.0191,
25-Oct-21,1:30:00 PM,INR / 1 GBP,103.2993,
25-Oct-21,1:30:00 PM,INR / 1 EUR,87.4173,
25-Oct-21,1:30:00 PM,INR / 100 JPY,66.02,
22-Oct-21,1:30:00 PM,INR / 1 USD,74.7836,
22-Oct-21,1:30:00 PM,INR / 1 GBP,103.1555,
22-Oct-21,1:30:00 PM,INR / 1 EUR,87.0137,
22-Oct-21,1:30:00 PM,INR / 100 JPY,65.63,
21-Oct-21,1:30:00 PM,INR / 1 USD,74.7635,
21-Oct-21,1:30:00 PM,INR / 1 GBP,103.2977,
21-Oct-21,1:30:00 PM,INR / 1 EUR,87.1359,
21-Oct-21,1:30:00 PM,INR / 100 JPY,65.55,
20-Oct-21,1:30:00 PM,INR / 1 USD,75.0507,
20-Oct-21,1:30:00 PM,INR / 1 GBP,103.4614,
20-Oct-21,1:30:00 PM,INR / 1 EUR,87.36,
20-Oct-21,1:30:00 PM,INR / 100 JPY,65.55,
18-Oct-21,1:30:00 PM,INR / 1 USD,75.3434,
18-Oct-21,1:30:00 PM,INR / 1 GBP,103.4314,
18-Oct-21,1:30:00 PM,INR / 1 EUR,87.2035,
18-Oct-21,1:30:00 PM,INR / 100 JPY,65.93,
14-Oct-21,1:30:00 PM,INR / 1 USD,75.3039,
14-Oct-21,1:30:00 PM,INR / 1 GBP,103.0213,
14-Oct-21,1:30:00 PM,INR / 1 EUR,87.3234,
14-Oct-21,1:30:00 PM,INR / 100 JPY,66.33,
13-Oct-21,1:30:00 PM,INR / 1 USD,75.4576,
13-Oct-21,1:30:00 PM,INR / 1 GBP,102.7074,
13-Oct-21,1:30:00 PM,INR / 1 EUR,87.153,
13-Oct-21,1:30:00 PM,INR / 100 JPY,66.49,
12-Oct-21,1:30:00 PM,INR / 1 USD,75.3424,
12-Oct-21,1:30:00 PM,INR / 1 GBP,102.4928,
12-Oct-21,1:30:00 PM,INR / 1 EUR,87.1476,
12-Oct-21,1:30:00 PM,INR / 100 JPY,66.59,
11-Oct-21,1:30:00 PM,INR / 1 USD,75.1283,
11-Oct-21,1:30:00 PM,INR / 1 GBP,102.7059,
11-Oct-21,1:30:00 PM,INR / 1 EUR,87.0371,
11-Oct-21,1:30:00 PM,INR / 100 JPY,66.67,
08-Oct-21,1:30:00 PM,INR / 1 USD,74.994,
08-Oct-21,1:30:00 PM,INR / 1 GBP,102.0048,
08-Oct-21,1:30:00 PM,INR / 1 EUR,86.5981,
08-Oct-21,1:30:00 PM,INR / 100 JPY,67.01,
07-Oct-21,1:30:00 PM,INR / 1 USD,74.8607,
07-Oct-21,1:30:00 PM,INR / 1 GBP,101.6943,
07-Oct-21,1:30:00 PM,INR / 1 EUR,86.4995,
07-Oct-21,1:30:00 PM,INR / 100 JPY,67.16,
06-Oct-21,1:30:00 PM,INR / 1 USD,74.6292,
06-Oct-21,1:30:00 PM,INR / 1 GBP,101.5489,
06-Oct-21,1:30:00 PM,INR / 1 EUR,86.4331,
06-Oct-21,1:30:00 PM,INR / 100 JPY,66.78,
05-Oct-21,1:30:00 PM,INR / 1 USD,74.5307,
05-Oct-21,1:30:00 PM,INR / 1 GBP,101.3081,
05-Oct-21,1:30:00 PM,INR / 1 EUR,86.4263,
05-Oct-21,1:30:00 PM,INR / 100 JPY,67.03,
04-Oct-21,1:30:00 PM,INR / 1 USD,74.2429,
04-Oct-21,1:30:00 PM,INR / 1 GBP,100.563,
04-Oct-21,1:30:00 PM,INR / 1 EUR,86.1153,
04-Oct-21,1:30:00 PM,INR / 100 JPY,66.89,
01-Oct-21,1:30:00 PM,INR / 1 USD,74.2644,
01-Oct-21,1:30:00 PM,INR / 1 GBP,99.893,
01-Oct-21,1:30:00 PM,INR / 1 EUR,85.9942,
01-Oct-21,1:30:00 PM,INR / 100 JPY,66.79,
30-Sep-21,1:30:00 PM,INR / 1 USD,74.2551,
30-Sep-21,1:30:00 PM,INR / 1 GBP,99.8647,
30-Sep-21,1:30:00 PM,INR / 1 EUR,86.1379,
30-Sep-21,1:30:00 PM,INR / 100 JPY,66.35,
29-Sep-21,1:30:00 PM,INR / 1 USD,74.153,
29-Sep-21,1:30:00 PM,INR / 1 GBP,100.461,
29-Sep-21,1:30:00 PM,INR / 1 EUR,86.6255,
29-Sep-21,1:30:00 PM,INR / 100 JPY,66.52,
28-Sep-21,1:30:00 PM,INR / 1 USD,73.7746,
28-Sep-21,1:30:00 PM,INR / 1 GBP,101.1258,
28-Sep-21,1:30:00 PM,INR / 1 EUR,86.2814,
28-Sep-21,1:30:00 PM,INR / 100 JPY,66.33,
27-Sep-21,1:30:00 PM,INR / 1 USD,73.6567,
27-Sep-21,1:30:00 PM,INR / 1 GBP,100.6499,
27-Sep-21,1:30:00 PM,INR / 1 EUR,86.306,
27-Sep-21,1:30:00 PM,INR / 100 JPY,66.55,
24-Sep-21,1:30:00 PM,INR / 1 USD,73.6935,
24-Sep-21,1:30:00 PM,INR / 1 GBP,101.1198,
24-Sep-21,1:30:00 PM,INR / 1 EUR,86.469,
24-Sep-21,1:30:00 PM,INR / 100 JPY,66.66,
23-Sep-21,1:30:00 PM,INR / 1 USD,73.7261,
23-Sep-21,1:30:00 PM,INR / 1 GBP,100.6597,
23-Sep-21,1:30:00 PM,INR / 1 EUR,86.377,
23-Sep-21,1:30:00 PM,INR / 100 JPY,67.11,
22-Sep-21,1:30:00 PM,INR / 1 USD,73.8026,
22-Sep-21,1:30:00 PM,INR / 1 GBP,100.7602,
22-Sep-21,1:30:00 PM,INR / 1 EUR,86.5262,
